video_label,video_id,title,channel_name,comment_id,text,parent_id,author,author_channel_id,likes,timestamp,negative,neutral,positive,compound,anger_score,disgust_score,fear_score,joy_score,neutral_score,sadness_score,surprise_score,emotion,sentiment_class,optimism_score,detected_language,translated_text,emotion_polarity,majority_emotion_polarity,emotionally_oppositional,emotionally_opposed_to_parent
Video 9,mr_Znhh7bWQ,Moment Hamas militants take civilian hostage in Israel,The Times and The Sunday Times,Ugy1hVTwEOoCK5zWY5t4AaABAg.A2kGFA9hxY3A6GoBt9Lg3D,Not everyone is serving in the idf it’s like me saying every Palestinian is Hamas,Ugy1hVTwEOoCK5zWY5t4AaABAg,user 808,UCHM71I5EgoMoYaU6mh-MizQ,1,2024-08-20,0.0,0.848,0.152,0.3612,0.108043373,0.06392595,0.002387018,0.782404423,0.8885106,0.090182073,0.014235196,neutral,positive,0.019370133,en,Not everyone is serving in the idf it’s like me saying every Palestinian is Hamas,neutral,neutral,False,False
Video 9,mr_Znhh7bWQ,Moment Hamas militants take civilian hostage in Israel,The Times and The Sunday Times,UgxJJsNtJKizmIoWLYd4AaABAg.9x2BqJZuddeA12h5RWnTt1,Then you need glasses,UgxJJsNtJKizmIoWLYd4AaABAg,user 30,UC8PhXy1UKJ1LNg4nUH7HLRg,8,2024-03-20,0.0,1.0,0.0,0.0,0.082414262,0.007809853,0.002904167,0.181631714,0.9552188,0.649120808,0.017924124,neutral,neutral,0.08683316,en,Then you need glasses,neutral,neutral,False,True
Video 9,mr_Znhh7bWQ,Moment Hamas militants take civilian hostage in Israel,The Times and The Sunday Times,UgxJJsNtJKizmIoWLYd4AaABAg.9x2BqJZuddeA12tamRGVOF, @domcodirect8921  you justify people being dragged at gunpoוnt and you call me brainwashed? What do those civillians have to do with a war that is almost 80 years old?,UgxJJsNtJKizmIoWLYd4AaABAg,user 30,UC8PhXy1UKJ1LNg4nUH7HLRg,8,2024-03-20,0.174,0.826,0.0,-0.6662,0.019212805,0.23495464,0.030960904,0.953515053,0.12536378,0.022055507,0.09538463,anger,negative,0.005216586,en, @domcodirect8921  you justify people being dragged at gunpoוnt and you call me brainwashed? What do those civillians have to do with a war that is almost 80 years old?,negative,neutral,True,False
Video 9,mr_Znhh7bWQ,Moment Hamas militants take civilian hostage in Israel,The Times and The Sunday Times,UgyeHB_cCW8YeWrQ_xF4AaABAg.9x0Lhh3k_4lA12jjXKqhnY,You guys are crazy,UgyeHB_cCW8YeWrQ_xF4AaABAg,user 30,UC8PhXy1UKJ1LNg4nUH7HLRg,1,2024-03-20,0.444,0.556,0.0,-0.34,0.006568971,0.24738204,0.011758463,0.976847351,0.09138953,0.008506984,0.070713066,anger,negative,0.008076744,fr,You guys are crazy,negative,neutral,True,True
Video 9,mr_Znhh7bWQ,Moment Hamas militants take civilian hostage in Israel,The Times and The Sunday Times,UgxFB3Kdkyw912uPwyd4AaABAg.9wu_RHRqnFuA6HN5Ir_XBM," @agungpurwap7854  are u really slow ? Do u know there are 2 million Muslims living in Israel freely with all equal rights there are Arab Muslim judges at the Supreme Court and in the Israeli parliament don’t believe me ? Buy a plane ticket to Israel you will see
 😂😂😂",UgxFB3Kdkyw912uPwyd4AaABAg,user 808,UCHM71I5EgoMoYaU6mh-MizQ,2,2024-08-20,0.072,0.697,0.231,0.9388,0.045264967,0.012747013,0.63863814,0.898919225,0.11321467,0.041287214,0.07974047,fear,positive,0.014528684,en," @agungpurwap7854  are u really slow ? Do u know there are 2 million Muslims living in Israel freely with all equal rights there are Arab Muslim judges at the Supreme Court and in the Israeli parliament don’t believe me ? Buy a plane ticket to Israel you will see
 😂😂😂",negative,neutral,True,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,Ugzxhscl7mfki8HlSv54AaABAg,👎,root,user 583,UC2kWl1ASswv3kb8FSD0LRZA,1,2025-03-06,0.0,1.0,0.0,0.0,0.11315152,0.10400671,0.05136284,0.34825629,0.5494767,0.293244034,0.0787655,neutral,neutral,0.24534813,error,👎,neutral,neutral,False,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgxCil9SJjYrVAbKtyh4AaABAg.ACtpkuyTnWsADX7zCpg9_t,"I’m sorry sir, is there something wrong with the war you ordered?",UgxCil9SJjYrVAbKtyh4AaABAg,user 55,UCxHWTaDQGpRD_yNm_5OeDKQ,0,2025-02-20,0.48,0.52,0.0,-0.8074,0.023014223,0.03992674,0.0403453,0.662679791,0.0980301,0.303079367,0.12932244,sadness,negative,0.011226612,en,"I’m sorry sir, is there something wrong with the war you ordered?",negative,neutral,True,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,Ugwcl6pt4m8DroOEyZx4AaABAg.A8JEJGtsFy5A8Np5VDiLGH,"There’s videos from Hamas entering Israel, and driving to the festival.
No IDF units were nearby, and due to it being Yom Kippur, only Christians were on standby.
400 babies died on October 7th.",Ugwcl6pt4m8DroOEyZx4AaABAg,user 56,UCkM2BDng1MCygBssIlAEPZg,2,2024-09-20,0.145,0.775,0.08,-0.3818,0.033322521,0.09155293,0.07002705,0.460536391,0.46096626,0.493467957,0.03562046,neutral,negative,0.012673136,en,"There’s videos from Hamas entering Israel, and driving to the festival.
No IDF units were nearby, and due to it being Yom Kippur, only Christians were on standby.
400 babies died on October 7th.",neutral,neutral,False,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgysEEOUDl89aAh-5CF4AaABAg.A8Bb3NqmKpnA8NpSoQuxAt,"Palestine was once called Judea, The Land of the Israelites.
It was renamed to Palestine after the Romans expelled the Jewish population from it and used it as a cover to hide evidence of it ever being Jewish.",UgysEEOUDl89aAh-5CF4AaABAg,user 56,UCkM2BDng1MCygBssIlAEPZg,0,2024-09-20,0.093,0.907,0.0,-0.4019,0.143857345,0.41041437,0.0665067,0.61328584,0.2573669,0.179840341,0.006637958,disgust,negative,0.063016444,en,"Palestine was once called Judea, The Land of the Israelites.
It was renamed to Palestine after the Romans expelled the Jewish population from it and used it as a cover to hide evidence of it ever being Jewish.",negative,neutral,True,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgyJMo7SZom52moWxfx4AaABAg.A7yhm2viZQwA86fZjaIuDN,Palestine= Hamas. Almost 75% of the Palestinians support the October 7th. So..,UgyJMo7SZom52moWxfx4AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,0,2024-09-20,0.0,0.803,0.197,0.4019,0.445599228,0.065882094,0.015596399,0.365482062,0.6329416,0.061540812,0.02875733,neutral,positive,0.12737782,en,Palestine= Hamas. Almost 75% of the Palestinians support the October 7th. So..,neutral,neutral,False,True
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgwiW_I6v-SzQjPNBPJ4AaABAg.A7lY7JIpIROA86fd2ErfB9,Palestinazi orc.,UgwiW_I6v-SzQjPNBPJ4AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,0,2024-09-20,0.0,1.0,0.0,0.0,0.020002818,0.31828207,0.016701872,0.904496074,0.61297536,0.041463442,0.013355674,neutral,neutral,0.034037694,it,Palestinazi orc.,neutral,neutral,False,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgxVOjgwnHTCnQaHiMB4AaABAg.A7hJVWkpj2CA86gFiJTg8p,So sit down in the meanwhile and watch gaza ⛱️,UgxVOjgwnHTCnQaHiMB4AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,1,2024-09-20,0.0,1.0,0.0,0.0,0.087784097,0.003508884,0.002340341,0.031578567,0.6895655,0.042251408,0.009601506,neutral,neutral,0.838386,en,So sit down in the meanwhile and watch gaza ⛱️,neutral,neutral,False,True
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgzmBAVua_iyWy3aQzB4AaABAg.A7gTWg5wLa7A86gJutbNlU,The idiot doesn't even know how the Palestinian flag looks alike,UgzmBAVua_iyWy3aQzB4AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,0,2024-09-20,0.248,0.752,0.0,-0.5106,0.01377653,0.4166313,0.002471205,0.938075304,0.1304373,0.031436011,0.027460147,disgust,negative,0.016712125,en,The idiot doesn't even know how the Palestinian flag looks alike,negative,neutral,True,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgxfkxiqyFIPCZF-Nel4AaABAg.A7XsMVy8JcfA86g1YFBVq_,It's not yours never been yours. Enjoy watching gaza!,UgxfkxiqyFIPCZF-Nel4AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,0,2024-09-20,0.267,0.733,0.0,-0.4442,0.062991276,0.001468075,0.000380803,0.026210995,0.019080428,0.014633365,0.006329055,joy,negative,0.8961643,en,It's not yours never been yours. Enjoy watching gaza!,positive,neutral,True,True
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgxfkxiqyFIPCZF-Nel4AaABAg.A7XsMVy8JcfAAdr3RxPR67, @rohamfromiran Not exactly if this house is 3000 years old like the homeland of the Jews. Educate yourself,UgxfkxiqyFIPCZF-Nel4AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,0,2024-11-20,0.0,0.865,0.135,0.3612,0.499068022,0.029457185,0.007555079,0.144272342,0.920765,0.190377414,0.021057252,neutral,positive,0.1662822,en, @rohamfromiran Not exactly if this house is 3000 years old like the homeland of the Jews. Educate yourself,neutral,neutral,False,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,Ugw-suQ8BVLxcl8vQBh4AaABAg.A7V5-uz3YCMA86gQkEg9-D,All the world= all the palestinazis you mean,Ugw-suQ8BVLxcl8vQBh4AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,2,2024-09-20,0.0,1.0,0.0,0.0,0.081427537,0.003438957,0.002676892,0.628416061,0.18591,0.106052391,0.74270815,surprise,neutral,0.18410395,en,All the world= all the palestinazis you mean,neutral,neutral,False,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgyIIP-MtH3KZudi9Q14AaABAg.A7ECv55QWOVA86gVqhCLzd,"""Why did she wear such short clothes when she was walking down the street""?",UgyIIP-MtH3KZudi9Q14AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,0,2024-09-20,0.0,1.0,0.0,0.0,0.046629258,0.08715262,0.033300873,0.330953866,0.17371126,0.5869596,0.62842643,surprise,neutral,0.035457235,en,"""Why did she wear such short clothes when she was walking down the street""?",neutral,neutral,False,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgyIIP-MtH3KZudi9Q14AaABAg.A7ECv55QWOVA87iStTYfVc," @PhilippTreffler-o2z  some people are ignorant and supporting palestinazis, some don't",UgyIIP-MtH3KZudi9Q14AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,0,2024-09-20,0.162,0.615,0.223,0.2023,0.036910675,0.19498089,0.005549081,0.859426856,0.3950277,0.090843454,0.03709859,neutral,positive,0.012818954,en," @PhilippTreffler-o2z  some people are ignorant and supporting palestinazis, some don't",neutral,neutral,False,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgyIIP-MtH3KZudi9Q14AaABAg.A7ECv55QWOVA893PJKxZ3C,Liar. Like all the palestinazis😂​ @PhilippTreffler-o2z ,UgyIIP-MtH3KZudi9Q14AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,0,2024-09-20,0.331,0.51,0.159,-0.4019,0.018112848,0.02785709,0.007110149,0.862523794,0.84966135,0.062939338,0.027978543,neutral,negative,0.056424033,en,Liar. Like all the palestinazis😂​ @PhilippTreffler-o2z ,neutral,neutral,False,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgwugGarkzqos-QvI9R4AaABAg.A6PSDm-nE7NA6pFdcprHF9,Palestinazi liar.,UgwugGarkzqos-QvI9R4AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,2,2024-08-20,0.767,0.233,0.0,-0.5106,0.019957256,0.5354561,0.010270484,0.890648842,0.062828675,0.065698184,0.002933867,disgust,negative,0.023695737,it,Palestinazi liar.,negative,neutral,True,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgymINR4XYxpz1nnwXB4AaABAg.A4QjWkLnHofA6pGA52SUiC,Ignorant. But you are a palestinazi so it makes sense,UgymINR4XYxpz1nnwXB4AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,1,2024-08-20,0.147,0.853,0.0,-0.1406,0.043285605,0.57023484,0.001904015,0.88230747,0.23601098,0.04125765,0.010769078,disgust,negative,0.033149302,fr,Ignorant. But you are a palestinazi so it makes sense,negative,neutral,True,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgyWefju41i9vkzzMk94AaABAg.A0rChPi77SCA12D_RUYgMn,Palestinazi liar.,UgyWefju41i9vkzzMk94AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,1,2024-03-20,0.767,0.233,0.0,-0.5106,0.019957256,0.5354561,0.010270484,0.890648842,0.062828675,0.065698184,0.002933867,disgust,negative,0.023695737,it,Palestinazi liar.,negative,neutral,True,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgxbyPrZtf3SOn63EB54AaABAg.A0RinwX6qSWA12Dk03s_W8,"You are a palestinazi supporter, which is much worst",UgxbyPrZtf3SOn63EB54AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,2,2024-03-20,0.311,0.53,0.159,-0.4588,0.007372213,0.9545679,0.002219677,0.969746053,0.007984279,0.017197775,0.000977802,disgust,negative,0.005683916,en,"You are a palestinazi supporter, which is much worst",negative,neutral,True,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgwNoj_iXGzrxfVe2014AaABAg.9wcLqWsvYUz9wc_5eeruoC,10000 in Gaza,UgwNoj_iXGzrxfVe2014AaABAg,user 808,UCHM71I5EgoMoYaU6mh-MizQ,0,2024-03-20,0.0,1.0,0.0,0.0,0.185414463,0.013438,0.04403211,0.320272148,0.4738344,0.362358451,0.10610439,neutral,neutral,0.13195495,tr,10000 in Gaza,neutral,neutral,False,False
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgxIkRJoNL3WFI01-Pd4AaABAg.9wZfMtRrLfB9wZm7O18GjM,Shut up Stalin,UgxIkRJoNL3WFI01-Pd4AaABAg,user 808,UCHM71I5EgoMoYaU6mh-MizQ,0,2024-03-20,0.0,1.0,0.0,0.0,0.011575948,0.01085736,0.016793132,0.949127257,0.025801463,0.024219183,0.002319649,anger,neutral,0.015077538,en,Shut up Stalin,negative,neutral,True,True
Video 11,4iEq2hUZMMQ,"Nova Festival, Israel.  October 7",StandWithUs,UgwUgAcM5_xJrdLMVdR4AaABAg.9wYuDMYPryt9wZmQGq4Li-,Gaza has its own government it’s own country Egypt has a closed border with Gaza too they don’t want them,UgwUgAcM5_xJrdLMVdR4AaABAg,user 808,UCHM71I5EgoMoYaU6mh-MizQ,0,2024-03-20,0.0,0.936,0.064,0.0772,0.021977579,0.028072637,0.020245465,0.919655502,0.77043444,0.053783745,0.010912332,neutral,neutral,0.004583162,en,Gaza has its own government it’s own country Egypt has a closed border with Gaza too they don’t want them,neutral,neutral,False,True
Video 12,7sHxRcebDzM,How the Hamas attack on the Supernova festival in Israel unfolded - BBC News,BBC News,Ugx0YVWeCCTHhWb27Ed4AaABAg,"I massacri sono a Gaza, +40.000!!! morti (20.000!!! bambini), e adesso in Libano! Centinaia di morti al giorno! Nessuna pena per Israele, è il diavolo.",root,user 583,UC2kWl1ASswv3kb8FSD0LRZA,2,2024-10-20,0.0,1.0,0.0,0.0,0.066786714,0.0344383,0.18728365,0.620654523,0.017730782,0.091885321,0.025063775,anger,neutral,0.22067347,it,"The massacres are in Gaza, +40,000 !!! Dead (20,000 !!! Children), and now in Lebanon! Hundreds of deaths a day! No punishment for Israel is the devil.",negative,negative,False,False
Video 12,7sHxRcebDzM,How the Hamas attack on the Supernova festival in Israel unfolded - BBC News,BBC News,Ugw-T0Sa_eqQOmRY-7F4AaABAg.A7no1T75tPqA86eznfVTxw,You think this festival is the only place they targeted?,Ugw-T0Sa_eqQOmRY-7F4AaABAg,user 30,UC8PhXy1UKJ1LNg4nUH7HLRg,3,2024-09-20,0.0,0.706,0.294,0.5789,0.030919284,0.019785546,0.0035117,0.900822341,0.33128378,0.056868512,0.6063702,surprise,positive,0.011389878,en,You think this festival is the only place they targeted?,neutral,negative,True,False
Video 12,7sHxRcebDzM,How the Hamas attack on the Supernova festival in Israel unfolded - BBC News,BBC News,UgxuFomeJsJV4lhudnR4AaABAg.A72TRCxyoW2A8NoTp2SpKg,Arabs aren’t like black,UgxuFomeJsJV4lhudnR4AaABAg,user 56,UCkM2BDng1MCygBssIlAEPZg,1,2024-09-20,0.0,0.545,0.455,0.3612,0.035028324,0.052841328,0.004285586,0.838274777,0.89538175,0.090332769,0.020151282,neutral,positive,0.03636414,sv,Arabs aren’t like black,neutral,negative,True,True
Video 12,7sHxRcebDzM,How the Hamas attack on the Supernova festival in Israel unfolded - BBC News,BBC News,UgywFPceS8muGQR7xrJ4AaABAg.A3DMErYvTfyA6BmPVU67MM,"I suppose they are trying to be neutral, which is still bad with no context but they still need people to watch them.",UgywFPceS8muGQR7xrJ4AaABAg,user 56,UCkM2BDng1MCygBssIlAEPZg,0,2024-08-20,0.155,0.845,0.0,-0.431,0.181093857,0.73289603,0.009227436,0.559744895,0.18801436,0.243189692,0.003705756,disgust,negative,0.01597161,en,"I suppose they are trying to be neutral, which is still bad with no context but they still need people to watch them.",negative,negative,False,False
Video 12,7sHxRcebDzM,How the Hamas attack on the Supernova festival in Israel unfolded - BBC News,BBC News,UgyBBAvM-j8QvleskhB4AaABAg.9vf-nHf46tz9z9X24DMgzG,Ok mongol turk,UgyBBAvM-j8QvleskhB4AaABAg,user 4651,UC6pPTonQbFeRAcL0gNQjB-w,0,2024-03-20,0.0,0.476,0.524,0.296,0.054228872,0.005918477,0.003921306,0.203109011,0.9113628,0.065649524,0.05737564,neutral,positive,0.6770127,tl,Ok Mongol Turk,neutral,negative,True,True
Video 12,7sHxRcebDzM,How the Hamas attack on the Supernova festival in Israel unfolded - BBC News,BBC News,Ugy_BESjVB_lWrkDDCV4AaABAg,Palestinians have a right to defend themselves 🇵🇸❤️,root,user 4651,UC6pPTonQbFeRAcL0gNQjB-w,32,2024-03-20,0.0,1.0,0.0,0.0,0.665760875,0.05726712,0.07800762,0.181052878,0.19386838,0.085241243,0.001961828,anger,neutral,0.06794511,en,Palestinians have a right to defend themselves 🇵🇸❤️,negative,negative,False,False
Video 12,7sHxRcebDzM,How the Hamas attack on the Supernova festival in Israel unfolded - BBC News,BBC News,UgySib2SrajcRKQpuXt4AaABAg.9veNTfhWz_nA90ByS7lp18,Hamas and Palestinians= Nazis,UgySib2SrajcRKQpuXt4AaABAg,user 585,UCtrVDGWeKhQRK0rjMbF4jrQ,0,2024-10-20,0.0,1.0,0.0,0.0,0.020152401,0.16821955,0.22085004,0.946028411,0.1492474,0.02264444,0.018834367,anger,neutral,0.011174836,en,Hamas and Palestinians= Nazis,negative,negative,False,False
Video 12,7sHxRcebDzM,How the Hamas attack on the Supernova festival in Israel unfolded - BBC News,BBC News,Ugz6Z4yGaGsB4Ibg2xp4AaABAg.9veNNkuZFiu9veO5TXirWu,"Palestinians have a right to defend themselves 🇵🇸❤️
Zionists are the real terrorists",Ugz6Z4yGaGsB4Ibg2xp4AaABAg,user 4651,UC6pPTonQbFeRAcL0gNQjB-w,0,2024-03-20,0.227,0.773,0.0,-0.6249,0.176002994,0.00748057,0.79983324,0.757847726,0.019265197,0.057199031,0.001314191,fear,negative,0.008950312,en,"Palestinians have a right to defend themselves 🇵🇸❤️
Zionists are the real terrorists",negative,negative,False,False
Video 14,RE3EOtcjGFk,Israel-Hamas War: First Week Mapped using Google Earth,mapsinanutshell,Ugw1vzuqTxVipCTXvCF4AaABAg.A06T98sjjYnA2Wl9uUBFtw,Amen,Ugw1vzuqTxVipCTXvCF4AaABAg,user 30,UC8PhXy1UKJ1LNg4nUH7HLRg,0,2024-05-20,0.0,1.0,0.0,0.0,0.66142416,0.62736887,0.007111624,0.106645286,0.033247158,0.072886772,0.002127538,disgust,neutral,0.15904376,nl,Amen,negative,neutral,True,False
Video 14,RE3EOtcjGFk,Israel-Hamas War: First Week Mapped using Google Earth,mapsinanutshell,Ugx8XOI-kzY0GwVZsbR4AaABAg.9ysbdXAvOPsA2IVRwYJuZv,started 2000 years agp when the romans kicked the jews out ​@mangoi3,Ugx8XOI-kzY0GwVZsbR4AaABAg,user 4,UC2lhwPBh2i-1mqMqo3q09iQ,0,2024-04-20,0.0,1.0,0.0,0.0,0.090191521,0.03135585,0.2636935,0.617932796,0.0412943,0.128972888,0.018283205,anger,neutral,0.16290283,en,started 2000 years agp when the romans kicked the jews out ​@mangoi3,negative,neutral,True,True
Video 14,RE3EOtcjGFk,Israel-Hamas War: First Week Mapped using Google Earth,mapsinanutshell,UgyiwKhnxdC7_38Plbx4AaABAg.9wCciNdPwxz9wDWM7rftQb,They wanted to kill as many Israelis as possible,UgyiwKhnxdC7_38Plbx4AaABAg,user 8820,UCqHEK1aLVs7w_2RklqtGEzA,0,2024-03-20,0.37,0.63,0.0,-0.6908,0.036444895,0.08477238,0.026733667,0.897886634,0.042051665,0.052524135,0.002772851,anger,negative,0.013144279,en,They wanted to kill as many Israelis as possible,negative,neutral,True,False
Video 14,RE3EOtcjGFk,Israel-Hamas War: First Week Mapped using Google Earth,mapsinanutshell,UgzNqF-Ki7X5TCozL1l4AaABAg.9wA-GndWoQ89wDVqX8hdEf,Long Live Israel,UgzNqF-Ki7X5TCozL1l4AaABAg,user 8820,UCqHEK1aLVs7w_2RklqtGEzA,3,2024-03-20,0.0,1.0,0.0,0.0,0.374080449,0.015379714,0.002898353,0.098846048,0.8476521,0.035833292,0.007168747,neutral,neutral,0.49124017,en,Long Live Israel,neutral,neutral,False,False
Video 14,RE3EOtcjGFk,Israel-Hamas War: First Week Mapped using Google Earth,mapsinanutshell,Ugyt58Uq7-g3k9KUI3J4AaABAg.9w9PyiBwAeg9wDWG7eD2Sl,"Israel rallied soldiers then pushed back, and is still rallying soldiers in preperation for ground offensive, its called strategy",Ugyt58Uq7-g3k9KUI3J4AaABAg,user 8820,UCqHEK1aLVs7w_2RklqtGEzA,6,2024-03-20,0.143,0.857,0.0,-0.4588,0.098662883,0.061117183,0.01552018,0.828482568,0.2871927,0.060468376,0.005612102,anger,negative,0.012386247,en,"Israel rallied soldiers then pushed back, and is still rallying soldiers in preperation for ground offensive, its called strategy",negative,neutral,True,True
Video 14,RE3EOtcjGFk,Israel-Hamas War: First Week Mapped using Google Earth,mapsinanutshell,Ugyt58Uq7-g3k9KUI3J4AaABAg.9w9PyiBwAeg9wDmGuo3FNn,@Chiefrocka. Exactly what i was thinking of💀,Ugyt58Uq7-g3k9KUI3J4AaABAg,user 8820,UCqHEK1aLVs7w_2RklqtGEzA,5,2024-03-20,0.0,1.0,0.0,0.0,0.077391751,0.003148071,0.004747858,0.167542398,0.7537338,0.681245387,0.2149883,neutral,neutral,0.07382042,en,@Chiefrocka. Exactly what i was thinking of💀,neutral,neutral,False,True
Video 14,RE3EOtcjGFk,Israel-Hamas War: First Week Mapped using Google Earth,mapsinanutshell,UgxQ6Ftte12zeyhAHT54AaABAg.9w0VeFXvkSM9wDWTyM2Np1,Hamas cause is civilian deaths,UgxQ6Ftte12zeyhAHT54AaABAg,user 8820,UCqHEK1aLVs7w_2RklqtGEzA,0,2024-03-20,0.0,1.0,0.0,0.0,0.043310855,0.04254208,0.010350619,0.540697277,0.08561872,0.404820442,0.011106484,sadness,neutral,0.011171497,en,Hamas cause is civilian deaths,negative,neutral,True,True
Video 14,RE3EOtcjGFk,Israel-Hamas War: First Week Mapped using Google Earth,mapsinanutshell,UgzP2ZEkCoE2cNo1dAp4AaABAg.9vwzMoAsnHM9wDVLYboE6P,Sus as hell,UgzP2ZEkCoE2cNo1dAp4AaABAg,user 8820,UCqHEK1aLVs7w_2RklqtGEzA,1,2024-03-20,0.697,0.303,0.0,-0.6808,0.047928259,0.53920645,0.015525701,0.647342443,0.016520625,0.098307408,0.008776222,disgust,negative,0.20642187,en,Sus as hell,negative,neutral,True,True
Video 14,RE3EOtcjGFk,Israel-Hamas War: First Week Mapped using Google Earth,mapsinanutshell,UgzP2ZEkCoE2cNo1dAp4AaABAg.9vwzMoAsnHM9wDfxMWolk6," @johnweak6788  You think Israel wants Gaza?😂 No one wants Gaza! Not Egypt nor Israel, but such is the reality when itnis infested with terrorists",UgzP2ZEkCoE2cNo1dAp4AaABAg,user 8820,UCqHEK1aLVs7w_2RklqtGEzA,0,2024-03-20,0.254,0.678,0.068,-0.7644,0.05675276,0.68830854,0.047106225,0.895067155,0.047771323,0.040782724,0.013911171,disgust,negative,0.007397376,en," @johnweak6788  You think Israel wants Gaza?😂 No one wants Gaza! Not Egypt nor Israel, but such is the reality when itnis infested with terrorists",negative,neutral,True,True
Video 14,RE3EOtcjGFk,Israel-Hamas War: First Week Mapped using Google Earth,mapsinanutshell,UgyuI0q3WW_LQuJxo3V4AaABAg.9vwoWUlGrr69wDVWW8Birk,​ Hamza50K They havent thought of that yet,UgyuI0q3WW_LQuJxo3V4AaABAg,user 8820,UCqHEK1aLVs7w_2RklqtGEzA,0,2024-03-20,0.0,1.0,0.0,0.0,0.072726451,0.001589744,0.001707753,0.264759719,0.7150719,0.597574472,0.24614976,neutral,neutral,0.064939365,en,​ Hamza50K They havent thought of that yet,neutral,neutral,False,False
Video 18,GAm2RAbAc-Y,'We are at war': Israel's Benjamin Netanyahu makes statement on Hamas attack,Guardian News,Ugw-kVGKd6pi26T2YZ54AaABAg.9vccRIWSLeg9yAfGYpC9Jb,"Well obviously, he literally said their goal is to annihilate Hamas",Ugw-kVGKd6pi26T2YZ54AaABAg,user 8820,UCqHEK1aLVs7w_2RklqtGEzA,2,2024-03-20,0.0,0.826,0.174,0.2732,0.047888037,0.3201226,0.039155927,0.908138633,0.2633835,0.017627835,0.012187436,anger,positive,0.026345449,en,"Well obviously, he literally said their goal is to annihilate Hamas",negative,neutral,True,False
Video 20,FzQrOVWgzsM,Israel drone footage shows aftermath of Tribe of Nova music festival attack,Guardian News,UgzxH_fbTHs2Ap0k53l4AaABAg.9vd5NscgKwP9vdIC5c1PR3,​ @MB-rq4ss I wouldnt really say someone who has murdered a pregnent woman is innocent but alright,UgzxH_fbTHs2Ap0k53l4AaABAg,user 8820,UCqHEK1aLVs7w_2RklqtGEzA,6,2024-03-20,0.129,0.67,0.201,0.128,0.063197412,0.25427866,0.009309795,0.737511873,0.09725891,0.171980783,0.00616105,anger,positive,0.027309952,en,​ @MB-rq4ss I wouldnt really say someone who has murdered a pregnent woman is innocent but alright,negative,neutral,True,False
